Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,sapatilha beach tennis,,,,,,1600,14,0.05,1.00,473000,Commercial,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos","0.36,0.36,0.24,0.19,0.08,0.08,0.08,0.07,0.07,0.05,0.08,0.10",20,,
br,sapatilha de mergulho,,,,,,260,20,0.05,1.00,240,"Informational, Commercial","Image Pack, Video, Image, Popular Products, Related Searches, Site Links, Video Carousel, People Also Ask, Short Videos","0.21,0.21,0.26,0.26,0.32,0.26,0.32,0.32,0.48,0.26,0.26,0.32",20,,
br,sapatilha de praia,,,,,,590,23,0.03,1.00,194,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.30,0.24,0.36,0.30,0.36,0.36,0.45,0.62,0.81,0.36,0.36,0.36",20,,
br,sapatilha de surf,,,,,,0,0,0.04,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,sapatilha em neoprene,,,,,,1300,17,0.05,1.00,700000,Commercial,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack","0.44,0.36,0.36,0.36,0.36,0.44,0.00,0.36,0.44,0.36,0.36,0.36",20,,
br,sapatilha esportiva,,,,,,390,16,0.09,1.00,195,"Informational, Commercial","Site Links, Video, Image, Popular Products, Related Searches, Image Pack","0.81,0.66,0.54,0.54,0.54,0.54,0.81,0.44,0.54,0.54,1.00,1.00",20,,
br,sapatilha natacao,,,,,,20,0,0.04,1.00,,,,"0.60,0.80,0.20,0.40,0.60,0.40,0.40,0.40,0.80,0.20,0.20,0.20",,,
br,sapatilha nautica,,,,,,2400,23,0.04,1.00,194,"Informational, Transactional","Video Carousel, People Also Ask, Related Searches, Site Links, Image, Popular Products, Short Videos, Image Pack, Video","0.52,0.44,0.52,0.44,0.52,0.66,0.66,0.66,0.80,0.52,0.52,0.66",20,,
br,sapatilha nautica feminina,,,,,,590,24,0.03,1.00,210,"Informational, Commercial","Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.59,0.39,0.59,0.48,0.48,0.59,0.39,0.48,0.88,0.59,0.48,0.59",20,,
br,sapatilha nautica masculina,,,,,,590,24,0.04,1.00,229,"Informational, Commercial","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.48,0.39,0.48,0.48,0.59,0.72,0.72,0.72,1.00,0.59,0.59,0.72",20,,
br,sapatilha neoprene,,,,,,1600,29,0.05,1.00,480000,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.35,0.35,0.29,0.29,0.24,0.29,0.29,0.16,0.35,0.24,0.24,0.18",20,,
br,sapatilha neoprene cano alto,,,,,,,,,,,,,,,,
br,sapatilha neoprene feminina,,,,,,90,23,0.05,1.00,161000,"Informational, Commercial","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.07,0.11,0.11,0.09,0.07,0.09,0.07,0.07,0.09,0.07,0.09,0.11",20,,
br,sapatilha neoprene masculina,,,,,,20,0,0.03,1.00,,,,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",,,
br,sapatilha náutica,,,,,,480,23,0.04,1.00,181,"Informational, Commercial","Image Pack, Video, Image, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos","0.16,0.13,0.20,0.16,0.16,0.24,0.24,0.30,0.41,0.30,0.24,0.36",20,,
br,sapatilha para agua,,,,,,390,22,0.03,1.00,1030000,"Informational, Commercial","Related Searches, Short Videos, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.24,0.16,0.30,0.20,0.20,0.20,0.24,0.30,0.24,0.20,0.20,0.16",20,,
br,sapatilha para areia,,,,,,210,23,0.06,1.00,245,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.54,0.81,0.66,0.43,0.29,0.35,0.29,0.43,0.35,0.29,0.29,0.35",20,,
br,sapatilha para areia quente,,,,,,20,0,0.03,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,sapatilha para beach tennis,,,,,,1600,15,0.05,1.00,470000,"Informational, Commercial","Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.65,0.81,0.65,0.36,0.16,0.13,0.16,0.13,0.13,0.13,0.16,0.22",20,,
br,sapatilha para cachoeira,,,,,,590,24,0.03,1.00,150,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.24,0.20,0.20,0.36,0.45,0.24,0.36,0.45,0.67,0.36,0.36,0.45",20,,
br,sapatilha para costao,,,,,,,,,,,,,,,,
br,sapatilha para esportes aquaticos,,,,,,40,0,0.06,1.00,,,,"0.33,0.33,0.33,0.23,0.19,0.23,0.09,0.09,0.09,0.09,0.09,0.09",,,
br,sapatilha para futevolei,,,,,,10,0,0.04,1.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,,
br,sapatilha para hidroginastica,,,,,,90,21,0.03,1.00,8930,Informational,"People Also Ask, Related Searches, Short Videos, Image Pack, Site Links, Video, Image, Video Carousel","0.29,0.06,0.05,0.05,0.05,0.05,0.04,0.44,0.04,0.01,0.01,0.01",20,,
br,sapatilha para kitesurf,,,,,,,,,,,,,,,,
br,sapatilha para mar,,,,,,140,23,0.04,1.00,195,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links","0.34,0.34,0.53,0.43,0.43,0.43,0.43,0.65,0.81,0.43,0.34,0.34",20,,
br,sapatilha para natacao,,,,,,20,0,0.04,1.00,,,,"0.17,0.23,0.05,0.11,0.17,0.11,0.11,0.11,0.23,0.05,0.05,0.05",,,
br,sapatilha para o mar,,,,,,20,0,0.05,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,sapatilha para pedra,,,,,,0,0,0.04,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,,
br,sapatilha para pedras,,,,,,20,0,0.04,1.00,,,,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,,
br,sapatilha para piscina,,,,,,390,24,0.04,1.00,721000,"Informational, Commercial","Image, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.24,0.13,0.20,0.20,0.24,0.24,0.20,0.30,0.30,0.16,0.16,0.20",20,,
br,sapatilha para praia,,,,,,1600,25,0.03,1.00,208,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.22,0.20,0.29,0.29,0.29,0.29,0.29,0.43,0.43,0.29,0.20,0.22",20,,
br,sapatilha para rio,,,,,,20,0,0.03,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,sapatilha para stand up paddle,,,,,,,,,,,,,,,,
br,sapatilha praia,,,,,,390,23,0.04,1.00,215,Informational,"Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.20,0.20,0.30,0.30,0.30,0.36,0.36,0.45,0.55,0.24,0.30,0.20",20,,
br,sapatilha surf,,,,,,20,0,0.07,1.00,,,,"0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",,,
br,sapatilha use zero hora,,,,,,,,,,,,,,,,
br,sapatilhas aquaticas,,,,,,480,22,0.03,1.00,192,Informational,"Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.24,0.16,0.24,0.24,0.24,0.24,0.24,0.24,0.45,0.36,0.30,0.36",20,,
br,sapatilhas para praia,,,,,,1000,28,0.03,1.00,2510000,"Informational, Commercial","Site Links, Video Carousel, Related Searches, Image Pack, Video, Image, People Also Ask, Popular Products, Short Videos","0.13,0.20,0.34,0.20,0.16,0.24,0.34,0.34,0.44,0.24,0.16,0.24",20,,
br,sapato aquatico,,,,,,720,25,0.04,1.00,212,"Informational, Commercial","Image, Video Carousel, People Also Ask, Short Videos, Image Pack, Site Links, Video, Popular Products, Related Searches","0.67,0.36,0.45,0.67,0.45,0.45,0.67,0.55,0.55,0.67,0.45,0.45",20,,
br,sapato de praia,,,,,,480,25,0.04,0.99,220,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.39,0.32,0.39,0.48,0.39,0.48,0.48,0.59,0.88,0.39,0.32,0.32",20,,
br,segunda pele neoprene,,,,,,20,0,0.05,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,segunda pele para agua,,,,,,,,,,,,,,,,
br,segunda pele para surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,short de natação,,,,,,590,11,0.07,1.00,229,"Informational, Commercial","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews","0.45,0.30,0.30,0.67,0.45,0.55,0.45,0.55,0.76,0.45,0.55,0.55",20,,
br,short natacao,,,,,,170,17,0.10,1.00,235,Commercial,"Popular Products, Image Pack, Site Links, Reviews, Video, People Also Ask","0.23,0.09,0.29,0.29,0.29,0.36,0.19,0.23,0.54,0.12,0.29,0.19",20,,
br,short natacao masculino,,,,,,70,0,0.08,1.00,,,,"0.81,0.10,0.10,0.10,0.10,0.08,0.06,0.06,0.10,0.02,0.02,0.02",,,
br,short nataçao,,,,,,110,8,0.10,1.00,206,Commercial,"Video, Popular Products, Related Searches, Image Pack, Site Links, Reviews","1.00,0.66,0.00,0.00,0.10,0.06,0.02,0.06,0.06,0.02,1.00,0.02",20,,
br,short natação masculino,,,,,,720,15,0.08,1.00,216,Commercial,"Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.36,0.30,0.36,0.45,0.45,0.67,0.45,0.45,0.67,0.45,0.76,0.76",20,,
br,short para natação masculino,,,,,,390,10,0.11,1.00,222,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.30,0.30,0.24,0.24,0.16,0.55,0.30,0.30,1.00,0.30,0.45,0.67",20,,
br,short surf,,,,,,590,11,0.20,1.00,197000000,"Informational, Commercial","Image Pack, Site Links, Video, Image, Video Carousel, Popular Products, Related Searches","0.24,0.45,0.30,0.36,0.45,0.36,1.00,0.55,0.76,0.55,0.36,0.55",20,,
br,short surfista,,,,,,260,10,0.16,1.00,219,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.16,0.03,0.16,0.03,0.03,0.08,0.01,1.00,0.20,0.00,0.00,0.00",20,,
br,shorts de neoprene,,,,,,0,0,0.09,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,shorts neoprene,,,,,,10,0,0.10,1.00,,,,"0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.19,0.03,0.00,0.00",,,
br,shorts para natação,,,,,,90,12,0.08,1.00,225,Commercial,"Reviews, Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.05,0.18,0.06,0.18,0.18,0.15,0.28,0.28,0.18,0.05,0.18,0.23",20,,
br,surf long john,,,,,,110,11,0.13,1.00,198,Commercial,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.64,1.00,0.82,0.64,0.52,0.52,0.52,0.52,0.52,0.41,0.52,0.82",20,,
br,surf neoprene suit,,,,,,110,11,0.34,1.00,186,Commercial,"Site Links, Video, Video Carousel, People Also Ask","0.04,1.00,0.04,0.04,0.04,0.04,0.04,0.04,0.22,0.22,0.04,0.04",20,,
br,surf suit,,,,,,90,14,0.94,0.79,195,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","1.00,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",20,,
br,tenis aquatico,,,,,,720,24,0.06,1.00,227,"Informational, Commercial","Video, Video Carousel, People Also Ask, Short Videos, Popular Products, Related Searches, Image Pack, Site Links, Reviews","0.37,0.31,0.31,0.37,0.31,0.31,0.37,0.37,0.52,0.31,0.37,0.46",20,,
br,tenis para agua,,,,,,260,24,0.07,1.00,241,"Informational, Commercial","Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.29,0.23,0.23,0.23,0.29,0.29,0.23,0.23,0.36,0.19,0.29,0.29",20,,
br,top de neoprene,,,,,,20,0,0.00,1.00,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,top neoprene,,,,,,20,0,0.12,0.99,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
br,traje arena feminino,,,,,,210,13,0.16,1.00,180,"Informational, Commercial","Site Links, Video, Image, Popular Products, Related Searches, Image Pack","1.00,0.65,0.81,0.65,0.65,0.53,0.81,0.43,0.34,0.43,1.00,1.00",20,,
br,traje de mergulho,,,,,,590,25,0.00,0.63,177,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.59,0.48,0.48,0.59,0.59,0.59,0.59,1.00,1.00,0.48,0.48,0.59",20,,
br,traje de natacao,,,,,,170,9,0.15,1.00,190,Commercial,"Image Pack, Site Links, Video, Image, Popular Products, Related Searches, AI Overview","0.53,0.43,0.43,0.53,0.65,0.53,0.81,0.65,0.53,0.43,0.65,0.65",20,,
br,traje de natação,,,,,,210,4,0.16,1.00,191,"Informational, Commercial","Image Pack, Site Links, Video, Image, Popular Products, Related Searches","0.43,0.35,0.43,0.35,0.35,0.43,0.43,0.43,0.29,0.29,0.43,0.43",20,,
br,traje de natação masculino,,,,,,260,6,0.10,1.00,167,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","1.00,0.81,0.65,1.00,1.00,0.81,0.65,0.65,0.65,0.53,0.81,0.81",20,,
br,traje natação feminino,,,,,,170,12,0.18,1.00,176,Commercial,"Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.81,0.81,0.43,0.53,0.43,0.34,0.65,0.34,0.34,0.34,0.53,0.65",20,,
br,traje para natação,,,,,,110,8,0.16,0.99,186,Commercial,"Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.43,0.35,0.23,0.28,0.28,0.28,0.28,0.28,0.17,0.23,0.35,0.35",20,,
br,use zero hora neoprene,,,,,,,,,,,,,,,,
br,wetsuit wet,,,,,,1600,33,0.27,1.00,149,Commercial,"People Also Ask, Related Searches, Image Pack, Site Links, Video","0.55,0.44,0.44,0.44,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.65",20,,
